Year,Month,Day,Hour,Minute,Second,"Temp, °C (S/N: 20343782)"
2023,8,25,1,10,0,21.413
2023,8,25,1,20,0,21.413
2023,8,25,1,30,0,21.39
2023,8,25,1,40,0,21.39
2023,8,25,1,50,0,21.39
2023,8,25,2,0,0,21.366
2023,8,25,2,10,0,21.366
2023,8,25,2,20,0,21.413
2023,8,25,2,30,0,21.437
2023,8,25,2,40,0,21.437
2023,8,25,2,50,0,21.461
2023,8,25,3,0,0,21.485
2023,8,25,3,10,0,21.485
2023,8,25,3,20,0,21.509
2023,8,25,3,30,0,21.509
2023,8,25,3,40,0,21.485
2023,8,25,3,50,0,21.509
2023,8,25,4,0,0,21.485
2023,8,25,4,10,0,21.485
2023,8,25,4,20,0,21.485
2023,8,25,4,30,0,21.485
2023,8,25,4,40,0,21.485
2023,8,25,4,50,0,21.485
2023,8,25,5,0,0,21.485
2023,8,25,5,10,0,21.485
2023,8,25,5,20,0,21.485
2023,8,25,5,30,0,21.509
2023,8,25,5,40,0,21.509
2023,8,25,5,50,0,21.509
2023,8,25,6,0,0,21.509
2023,8,25,6,10,0,21.509
2023,8,25,6,20,0,21.509
2023,8,25,6,30,0,21.509
2023,8,25,6,40,0,21.509
2023,8,25,6,50,0,21.509
2023,8,25,7,0,0,21.509
2023,8,25,7,10,0,21.509
2023,8,25,7,20,0,21.509
2023,8,25,7,30,0,21.509
2023,8,25,7,40,0,21.509
2023,8,25,7,50,0,21.509
2023,8,25,8,0,0,21.509
2023,8,25,8,10,0,21.509
2023,8,25,8,20,0,21.509
2023,8,25,8,30,0,21.509
2023,8,25,8,40,0,21.509
2023,8,25,8,50,0,21.509
2023,8,25,9,0,0,21.485
2023,8,25,9,10,0,21.485
2023,8,25,9,20,0,21.485
2023,8,25,9,30,0,21.485
2023,8,25,9,40,0,21.485
2023,8,25,9,50,0,21.485
2023,8,25,10,0,0,21.485
2023,8,25,10,10,0,21.485
2023,8,25,10,20,0,21.485
2023,8,25,10,30,0,21.485
2023,8,25,10,40,0,21.461
2023,8,25,10,50,0,21.461
2023,8,25,11,0,0,21.461
2023,8,25,11,10,0,21.461
2023,8,25,11,20,0,21.461
2023,8,25,11,30,0,21.461
2023,8,25,11,40,0,21.437
2023,8,25,11,50,0,21.437
2023,8,25,12,0,0,21.437
2023,8,25,12,10,0,21.437
2023,8,25,12,20,0,21.437
2023,8,25,12,30,0,21.437
2023,8,25,12,40,0,21.437
2023,8,25,12,50,0,21.437
2023,8,25,13,0,0,21.437
2023,8,25,13,10,0,21.437
2023,8,25,13,20,0,21.437
2023,8,25,13,30,0,21.437
2023,8,25,13,40,0,21.461
2023,8,25,13,50,0,21.461
2023,8,25,14,0,0,21.461
2023,8,25,14,10,0,21.461
2023,8,25,14,20,0,21.461
2023,8,25,14,30,0,21.485
2023,8,25,14,40,0,21.485
2023,8,25,14,50,0,21.509
2023,8,25,15,0,0,21.557
2023,8,25,15,10,0,21.581
2023,8,25,15,20,0,21.604
2023,8,25,15,30,0,21.628
2023,8,25,15,40,0,21.652
2023,8,25,15,50,0,21.652
2023,8,25,16,0,0,21.676
2023,8,25,16,10,0,21.676
2023,8,25,16,20,0,21.7
2023,8,25,16,30,0,21.724
2023,8,25,16,40,0,21.7
2023,8,25,16,50,0,21.724
2023,8,25,17,0,0,21.724
2023,8,25,17,10,0,21.724
2023,8,25,17,20,0,21.748
2023,8,25,17,30,0,21.748
2023,8,25,17,40,0,21.748
2023,8,25,17,50,0,21.772
2023,8,25,18,0,0,21.724
2023,8,25,18,10,0,21.795
2023,8,25,18,20,0,21.795
2023,8,25,18,30,0,21.795
2023,8,25,18,40,0,21.843
2023,8,25,18,50,0,21.843
2023,8,25,19,0,0,21.819
2023,8,25,19,10,0,21.987
2023,8,25,19,20,0,21.987
2023,8,25,19,30,0,22.106
2023,8,25,19,40,0,22.13
2023,8,25,19,50,0,22.178
2023,8,25,20,0,0,22.178
2023,8,25,20,10,0,22.13
2023,8,25,20,20,0,22.034
2023,8,25,20,30,0,21.963
2023,8,25,20,40,0,22.034
2023,8,25,20,50,0,22.011
2023,8,25,21,0,0,22.034
2023,8,25,21,10,0,22.082
2023,8,25,21,20,0,22.082
2023,8,25,21,30,0,22.106
2023,8,25,21,40,0,22.106
2023,8,25,21,50,0,22.082
2023,8,25,22,0,0,22.082
2023,8,25,22,10,0,22.106
2023,8,25,22,20,0,22.106
2023,8,25,22,30,0,22.106
2023,8,25,22,40,0,22.106
2023,8,25,22,50,0,22.082
2023,8,25,23,0,0,22.13
2023,8,25,23,10,0,22.106
2023,8,25,23,20,0,22.082
2023,8,25,23,30,0,22.058
2023,8,25,23,40,0,22.058
2023,8,25,23,50,0,22.082
2023,8,26,0,0,0,22.13
2023,8,26,0,10,0,22.13
2023,8,26,0,20,0,22.13
2023,8,26,0,30,0,22.106
2023,8,26,0,40,0,22.106
2023,8,26,0,50,0,22.082
2023,8,26,1,0,0,22.082
2023,8,26,1,10,0,22.082
2023,8,26,1,20,0,22.058
2023,8,26,1,30,0,22.058
2023,8,26,1,40,0,22.034
2023,8,26,1,50,0,22.034
2023,8,26,2,0,0,22.034
2023,8,26,2,10,0,22.034
2023,8,26,2,20,0,22.011
2023,8,26,2,30,0,21.987
2023,8,26,2,40,0,21.987
2023,8,26,2,50,0,21.987
2023,8,26,3,0,0,21.963
2023,8,26,3,10,0,21.963
2023,8,26,3,20,0,21.963
2023,8,26,3,30,0,21.939
2023,8,26,3,40,0,21.939
2023,8,26,3,50,0,21.939
2023,8,26,4,0,0,21.963
2023,8,26,4,10,0,21.963
2023,8,26,4,20,0,21.963
2023,8,26,4,30,0,21.939
2023,8,26,4,40,0,21.963
2023,8,26,4,50,0,21.963
2023,8,26,5,0,0,21.939
2023,8,26,5,10,0,21.939
2023,8,26,5,20,0,21.939
2023,8,26,5,30,0,21.915
2023,8,26,5,40,0,21.939
2023,8,26,5,50,0,21.915
2023,8,26,6,0,0,21.891
2023,8,26,6,10,0,21.891
2023,8,26,6,20,0,21.891
2023,8,26,6,30,0,21.867
2023,8,26,6,40,0,21.867
2023,8,26,6,50,0,21.867
2023,8,26,7,0,0,21.843
2023,8,26,7,10,0,21.843
2023,8,26,7,20,0,21.819
2023,8,26,7,30,0,21.819
2023,8,26,7,40,0,21.795
2023,8,26,7,50,0,21.772
2023,8,26,8,0,0,21.748
2023,8,26,8,10,0,21.7
2023,8,26,8,20,0,21.676
2023,8,26,8,30,0,21.652
2023,8,26,8,40,0,21.628
2023,8,26,8,50,0,21.604
2023,8,26,9,0,0,21.557
2023,8,26,9,10,0,21.533
2023,8,26,9,20,0,21.509
2023,8,26,9,30,0,21.509
2023,8,26,9,40,0,21.461
2023,8,26,9,50,0,21.437
2023,8,26,10,0,0,21.437
2023,8,26,10,10,0,21.437
2023,8,26,10,20,0,21.413
2023,8,26,10,30,0,21.413
2023,8,26,10,40,0,21.39
2023,8,26,10,50,0,21.39
2023,8,26,11,0,0,21.39
2023,8,26,11,10,0,21.39
2023,8,26,11,20,0,21.39
2023,8,26,11,30,0,21.39
2023,8,26,11,40,0,21.39
2023,8,26,11,50,0,21.39
2023,8,26,12,0,0,21.39
2023,8,26,12,10,0,21.39
2023,8,26,12,20,0,21.39
2023,8,26,12,30,0,21.413
2023,8,26,12,40,0,21.437
2023,8,26,12,50,0,21.461
2023,8,26,13,0,0,21.461
2023,8,26,13,10,0,21.485
2023,8,26,13,20,0,21.509
2023,8,26,13,30,0,21.509
2023,8,26,13,40,0,21.557
2023,8,26,13,50,0,21.557
2023,8,26,14,0,0,21.581
2023,8,26,14,10,0,21.581
2023,8,26,14,20,0,21.652
2023,8,26,14,30,0,21.652
2023,8,26,14,40,0,21.7
2023,8,26,14,50,0,21.652
2023,8,26,15,0,0,21.795
2023,8,26,15,10,0,21.724
2023,8,26,15,20,0,21.772
2023,8,26,15,30,0,21.724
2023,8,26,15,40,0,21.772
2023,8,26,15,50,0,21.676
2023,8,26,16,0,0,21.7
2023,8,26,16,10,0,21.676
2023,8,26,16,20,0,21.7
2023,8,26,16,30,0,21.676
2023,8,26,16,40,0,21.652
2023,8,26,16,50,0,21.676
2023,8,26,17,0,0,21.676
2023,8,26,17,10,0,21.652
2023,8,26,17,20,0,21.7
2023,8,26,17,30,0,21.724
2023,8,26,17,40,0,22.034
2023,8,26,17,50,0,22.441
2023,8,26,18,0,0,22.393
2023,8,26,18,10,0,22.393
2023,8,26,18,20,0,22.345
2023,8,26,18,30,0,22.298
2023,8,26,18,40,0,22.298
2023,8,26,18,50,0,22.321
2023,8,26,19,0,0,22.321
2023,8,26,19,10,0,22.25
2023,8,26,19,20,0,22.226
2023,8,26,19,30,0,22.25
2023,8,26,19,40,0,22.25
2023,8,26,19,50,0,22.25
2023,8,26,20,0,0,22.226
2023,8,26,20,10,0,22.178
2023,8,26,20,20,0,22.106
2023,8,26,20,30,0,22.058
2023,8,26,20,40,0,22.034
2023,8,26,20,50,0,22.034
2023,8,26,21,0,0,22.034
2023,8,26,21,10,0,22.034
2023,8,26,21,20,0,22.011
2023,8,26,21,30,0,21.987
2023,8,26,21,40,0,21.939
2023,8,26,21,50,0,21.915
2023,8,26,22,0,0,21.891
2023,8,26,22,10,0,21.891
2023,8,26,22,20,0,21.939
2023,8,26,22,30,0,22.011
2023,8,26,22,40,0,22.058
2023,8,26,22,50,0,22.082
2023,8,26,23,0,0,22.082
2023,8,26,23,10,0,22.058
2023,8,26,23,20,0,22.011
2023,8,26,23,30,0,21.963
2023,8,26,23,40,0,21.939
2023,8,26,23,50,0,21.915
2023,8,27,0,0,0,21.891
2023,8,27,0,10,0,21.867
2023,8,27,0,20,0,21.867
2023,8,27,0,30,0,21.843
2023,8,27,0,40,0,21.819
2023,8,27,0,50,0,21.795
2023,8,27,1,0,0,21.795
2023,8,27,1,10,0,21.772
2023,8,27,1,20,0,21.795
2023,8,27,1,30,0,21.772
2023,8,27,1,40,0,21.795
2023,8,27,1,50,0,21.795
2023,8,27,2,0,0,21.772
2023,8,27,2,10,0,21.748
2023,8,27,2,20,0,21.748
2023,8,27,2,30,0,21.7
2023,8,27,2,40,0,21.676
2023,8,27,2,50,0,21.676
2023,8,27,3,0,0,21.652
2023,8,27,3,10,0,21.652
2023,8,27,3,20,0,21.628
2023,8,27,3,30,0,21.628
2023,8,27,3,40,0,21.604
2023,8,27,3,50,0,21.604
2023,8,27,4,0,0,21.581
2023,8,27,4,10,0,21.557
2023,8,27,4,20,0,21.557
2023,8,27,4,30,0,21.557
2023,8,27,4,40,0,21.509
2023,8,27,4,50,0,21.509
2023,8,27,5,0,0,21.509
2023,8,27,5,10,0,21.509
2023,8,27,5,20,0,21.485
2023,8,27,5,30,0,21.461
2023,8,27,5,40,0,21.437
2023,8,27,5,50,0,21.437
2023,8,27,6,0,0,21.413
2023,8,27,6,10,0,21.413
2023,8,27,6,20,0,21.39
2023,8,27,6,30,0,21.39
2023,8,27,6,40,0,21.366
2023,8,27,6,50,0,21.342
2023,8,27,7,0,0,21.342
2023,8,27,7,10,0,21.318
2023,8,27,7,20,0,21.318
2023,8,27,7,30,0,21.318
2023,8,27,7,40,0,21.294
2023,8,27,7,50,0,21.27
2023,8,27,8,0,0,21.27
2023,8,27,8,10,0,21.246
2023,8,27,8,20,0,21.246
2023,8,27,8,30,0,21.223
2023,8,27,8,40,0,21.223
2023,8,27,8,50,0,21.223
2023,8,27,9,0,0,21.199
2023,8,27,9,10,0,21.199
2023,8,27,9,20,0,21.199
2023,8,27,9,30,0,21.199
2023,8,27,9,40,0,21.175
2023,8,27,9,50,0,21.151
2023,8,27,10,0,0,21.151
2023,8,27,10,10,0,21.127
2023,8,27,10,20,0,21.103
2023,8,27,10,30,0,21.127
2023,8,27,10,40,0,21.103
2023,8,27,10,50,0,21.103
2023,8,27,11,0,0,21.079
2023,8,27,11,10,0,21.079
2023,8,27,11,20,0,21.079
2023,8,27,11,30,0,21.056
2023,8,27,11,40,0,21.056
2023,8,27,11,50,0,21.056
2023,8,27,12,0,0,21.056
2023,8,27,12,10,0,21.056
2023,8,27,12,20,0,21.032
2023,8,27,12,30,0,21.032
2023,8,27,12,40,0,21.032
2023,8,27,12,50,0,21.032
2023,8,27,13,0,0,21.032
2023,8,27,13,10,0,21.032
2023,8,27,13,20,0,21.032
2023,8,27,13,30,0,21.032
2023,8,27,13,40,0,21.056
2023,8,27,13,50,0,21.056
2023,8,27,14,0,0,21.056
2023,8,27,14,10,0,21.079
2023,8,27,14,20,0,21.103
2023,8,27,14,30,0,21.151
2023,8,27,14,40,0,21.127
2023,8,27,14,50,0,21.151
2023,8,27,15,0,0,21.127
2023,8,27,15,10,0,21.151
2023,8,27,15,20,0,21.175
2023,8,27,15,30,0,21.199
2023,8,27,15,40,0,21.199
2023,8,27,15,50,0,21.223
2023,8,27,16,0,0,21.27
2023,8,27,16,10,0,21.27
2023,8,27,16,20,0,21.318
2023,8,27,16,30,0,21.342
2023,8,27,16,40,0,21.366
2023,8,27,16,50,0,21.39
2023,8,27,17,0,0,21.318
2023,8,27,17,10,0,21.366
2023,8,27,17,20,0,21.366
2023,8,27,17,30,0,21.39
2023,8,27,17,40,0,21.413
2023,8,27,17,50,0,21.413
2023,8,27,18,0,0,21.413
2023,8,27,18,10,0,21.366
2023,8,27,18,20,0,21.772
2023,8,27,18,30,0,21.772
2023,8,27,18,40,0,21.724
2023,8,27,18,50,0,21.724
2023,8,27,19,0,0,21.7
2023,8,27,19,10,0,21.628
2023,8,27,19,20,0,21.724
2023,8,27,19,30,0,21.891
2023,8,27,19,40,0,22.058
2023,8,27,19,50,0,22.082
2023,8,27,20,0,0,21.963
2023,8,27,20,10,0,21.604
2023,8,27,20,20,0,21.772
2023,8,27,20,30,0,21.915
2023,8,27,20,40,0,21.867
2023,8,27,20,50,0,21.939
2023,8,27,21,0,0,21.557
2023,8,27,21,10,0,21.7
2023,8,27,21,20,0,21.724
2023,8,27,21,30,0,21.891
2023,8,27,21,40,0,21.676
2023,8,27,21,50,0,21.867
2023,8,27,22,0,0,21.7
2023,8,27,22,10,0,21.652
2023,8,27,22,20,0,21.581
2023,8,27,22,30,0,21.509
2023,8,27,22,40,0,21.557
2023,8,27,22,50,0,21.533
2023,8,27,23,0,0,21.533
2023,8,27,23,10,0,21.485
2023,8,27,23,20,0,21.461
2023,8,27,23,30,0,21.437
2023,8,27,23,40,0,21.437
2023,8,27,23,50,0,21.413
2023,8,28,0,0,0,21.413
2023,8,28,0,10,0,21.413
2023,8,28,0,20,0,21.413
2023,8,28,0,30,0,21.39
2023,8,28,0,40,0,21.366
2023,8,28,0,50,0,21.366
2023,8,28,1,0,0,21.366
2023,8,28,1,10,0,21.39
2023,8,28,1,20,0,21.366
2023,8,28,1,30,0,21.366
2023,8,28,1,40,0,21.39
2023,8,28,1,50,0,21.366
2023,8,28,2,0,0,21.39
2023,8,28,2,10,0,21.366
2023,8,28,2,20,0,21.366
2023,8,28,2,30,0,21.366
2023,8,28,2,40,0,21.342
2023,8,28,2,50,0,21.342
2023,8,28,3,0,0,21.342
2023,8,28,3,10,0,21.342
2023,8,28,3,20,0,21.342
2023,8,28,3,30,0,21.342
2023,8,28,3,40,0,21.318
2023,8,28,3,50,0,21.318
2023,8,28,4,0,0,21.318
2023,8,28,4,10,0,21.318
2023,8,28,4,20,0,21.318
2023,8,28,4,30,0,21.318
2023,8,28,4,40,0,21.318
2023,8,28,4,50,0,21.318
2023,8,28,5,0,0,21.294
2023,8,28,5,10,0,21.294
2023,8,28,5,20,0,21.294
2023,8,28,5,30,0,21.294
2023,8,28,5,40,0,21.27
2023,8,28,5,50,0,21.27
2023,8,28,6,0,0,21.27
2023,8,28,6,10,0,21.246
2023,8,28,6,20,0,21.246
2023,8,28,6,30,0,21.246
2023,8,28,6,40,0,21.223
2023,8,28,6,50,0,21.223
2023,8,28,7,0,0,21.223
2023,8,28,7,10,0,21.199
2023,8,28,7,20,0,21.199
2023,8,28,7,30,0,21.199
2023,8,28,7,40,0,21.175
2023,8,28,7,50,0,21.151
2023,8,28,8,0,0,21.151
2023,8,28,8,10,0,21.127
2023,8,28,8,20,0,21.127
2023,8,28,8,30,0,21.127
2023,8,28,8,40,0,21.127
2023,8,28,8,50,0,21.127
2023,8,28,9,0,0,21.103
2023,8,28,9,10,0,21.103
2023,8,28,9,20,0,21.127
2023,8,28,9,30,0,21.127
2023,8,28,9,40,0,21.103
2023,8,28,9,50,0,21.103
2023,8,28,10,0,0,21.127
2023,8,28,10,10,0,21.127
2023,8,28,10,20,0,21.103
2023,8,28,10,30,0,21.103
2023,8,28,10,40,0,21.103
2023,8,28,10,50,0,21.103
2023,8,28,11,0,0,21.079
2023,8,28,11,10,0,21.079
2023,8,28,11,20,0,21.079
2023,8,28,11,30,0,21.056
2023,8,28,11,40,0,21.056
2023,8,28,11,50,0,21.056
2023,8,28,12,0,0,21.056
2023,8,28,12,10,0,21.056
2023,8,28,12,20,0,21.056
2023,8,28,12,30,0,21.079
2023,8,28,12,40,0,21.079
2023,8,28,12,50,0,21.103
2023,8,28,13,0,0,21.103
2023,8,28,13,10,0,21.103
2023,8,28,13,20,0,21.127
2023,8,28,13,30,0,21.151
2023,8,28,13,40,0,21.199
2023,8,28,13,50,0,21.223
2023,8,28,14,0,0,21.223
2023,8,28,14,10,0,21.27
2023,8,28,14,20,0,21.294
2023,8,28,14,30,0,21.294
2023,8,28,14,40,0,21.318
2023,8,28,14,50,0,21.366
2023,8,28,15,0,0,21.366
2023,8,28,15,10,0,21.413
2023,8,28,15,20,0,21.437
2023,8,28,15,30,0,21.485
2023,8,28,15,40,0,21.509
2023,8,28,15,50,0,21.581
2023,8,28,16,0,0,21.581
2023,8,28,16,10,0,21.652
2023,8,28,16,20,0,21.676
2023,8,28,16,30,0,21.724
2023,8,28,16,40,0,21.7
2023,8,28,16,50,0,21.724
2023,8,28,17,0,0,21.748
2023,8,28,17,10,0,21.724
2023,8,28,17,20,0,21.772
2023,8,28,17,30,0,21.795
2023,8,28,17,40,0,21.819
2023,8,28,17,50,0,21.772
2023,8,28,18,0,0,21.795
2023,8,28,18,10,0,21.676
2023,8,28,18,20,0,21.724
2023,8,28,18,30,0,21.819
2023,8,28,18,40,0,21.748
2023,8,28,18,50,0,21.891
2023,8,28,19,0,0,21.891
2023,8,28,19,10,0,21.915
2023,8,28,19,20,0,21.891
2023,8,28,19,30,0,21.891
2023,8,28,19,40,0,21.867
2023,8,28,19,50,0,21.867
2023,8,28,20,0,0,21.867
2023,8,28,20,10,0,21.867
2023,8,28,20,20,0,21.891
2023,8,28,20,30,0,21.939
2023,8,28,20,40,0,21.939
2023,8,28,20,50,0,21.939
2023,8,28,21,0,0,21.891
2023,8,28,21,10,0,21.891
2023,8,28,21,20,0,21.891
2023,8,28,21,30,0,21.891
2023,8,28,21,40,0,21.891
2023,8,28,21,50,0,21.867
2023,8,28,22,0,0,21.891
2023,8,28,22,10,0,21.867
2023,8,28,22,20,0,21.867
2023,8,28,22,30,0,21.843
2023,8,28,22,40,0,21.843
2023,8,28,22,50,0,21.819
2023,8,28,23,0,0,21.819
2023,8,28,23,10,0,21.819
2023,8,28,23,20,0,21.795
2023,8,28,23,30,0,21.795
2023,8,28,23,40,0,21.772
2023,8,28,23,50,0,21.772
2023,8,29,0,0,0,21.772
2023,8,29,0,10,0,21.772
2023,8,29,0,20,0,21.772
2023,8,29,0,30,0,21.772
2023,8,29,0,40,0,21.772
2023,8,29,0,50,0,21.748
2023,8,29,1,0,0,21.748
2023,8,29,1,10,0,21.748
2023,8,29,1,20,0,21.748
2023,8,29,1,30,0,21.748
2023,8,29,1,40,0,21.748
2023,8,29,1,50,0,21.748
2023,8,29,2,0,0,21.748
2023,8,29,2,10,0,21.748
2023,8,29,2,20,0,21.748
2023,8,29,2,30,0,21.748
2023,8,29,2,40,0,21.748
2023,8,29,2,50,0,21.748
2023,8,29,3,0,0,21.748
2023,8,29,3,10,0,21.748
2023,8,29,3,20,0,21.748
2023,8,29,3,30,0,21.748
2023,8,29,3,40,0,21.724
2023,8,29,3,50,0,21.724
2023,8,29,4,0,0,21.724
2023,8,29,4,10,0,21.724
2023,8,29,4,20,0,21.7
2023,8,29,4,30,0,21.7
2023,8,29,4,40,0,21.7
2023,8,29,4,50,0,21.7
2023,8,29,5,0,0,21.7
2023,8,29,5,10,0,21.7
2023,8,29,5,20,0,21.676
2023,8,29,5,30,0,21.652
2023,8,29,5,40,0,21.652
2023,8,29,5,50,0,21.652
2023,8,29,6,0,0,21.676
2023,8,29,6,10,0,21.652
2023,8,29,6,20,0,21.652
2023,8,29,6,30,0,21.652
2023,8,29,6,40,0,21.652
2023,8,29,6,50,0,21.652
2023,8,29,7,0,0,21.7
2023,8,29,7,10,0,21.7
2023,8,29,7,20,0,21.676
2023,8,29,7,30,0,21.676
2023,8,29,7,40,0,21.652
2023,8,29,7,50,0,21.628
2023,8,29,8,0,0,21.628
2023,8,29,8,10,0,21.628
2023,8,29,8,20,0,21.628
2023,8,29,8,30,0,21.628
2023,8,29,8,40,0,21.628
2023,8,29,8,50,0,21.604
2023,8,29,9,0,0,21.581
2023,8,29,9,10,0,21.581
2023,8,29,9,20,0,21.557
2023,8,29,9,30,0,21.557
2023,8,29,9,40,0,21.557
2023,8,29,9,50,0,21.557
2023,8,29,10,0,0,21.533
2023,8,29,10,10,0,21.509
2023,8,29,10,20,0,21.509
2023,8,29,10,30,0,21.509
2023,8,29,10,40,0,21.509
2023,8,29,10,50,0,21.461
2023,8,29,11,0,0,21.461
2023,8,29,11,10,0,21.461
2023,8,29,11,20,0,21.461
2023,8,29,11,30,0,21.461
2023,8,29,11,40,0,21.437
2023,8,29,11,50,0,21.437
2023,8,29,12,0,0,21.437
2023,8,29,12,10,0,21.437
2023,8,29,12,20,0,21.437
2023,8,29,12,30,0,21.437
2023,8,29,12,40,0,21.437
2023,8,29,12,50,0,21.461
2023,8,29,13,0,0,21.461
2023,8,29,13,10,0,21.485
2023,8,29,13,20,0,21.485
2023,8,29,13,30,0,21.509
2023,8,29,13,40,0,21.509
2023,8,29,13,50,0,21.485
2023,8,29,14,0,0,21.557
2023,8,29,14,10,0,21.581
2023,8,29,14,20,0,21.604
2023,8,29,14,30,0,21.652
2023,8,29,14,40,0,21.676
2023,8,29,14,50,0,21.676
2023,8,29,15,0,0,21.724
2023,8,29,15,10,0,21.748
2023,8,29,15,20,0,21.843
2023,8,29,15,30,0,21.939
2023,8,29,15,40,0,22.034
2023,8,29,15,50,0,22.058
2023,8,29,16,0,0,22.13
2023,8,29,16,10,0,22.154
2023,8,29,16,20,0,22.202
2023,8,29,16,30,0,22.274
2023,8,29,16,40,0,22.226
2023,8,29,16,50,0,22.25
2023,8,29,17,0,0,22.274
2023,8,29,17,10,0,22.274
2023,8,29,17,20,0,22.25
2023,8,29,17,30,0,22.274
2023,8,29,17,40,0,22.25
2023,8,29,17,50,0,22.25
2023,8,29,18,0,0,22.298
2023,8,29,18,10,0,22.274
2023,8,29,18,20,0,22.298
2023,8,29,18,30,0,22.321
2023,8,29,18,40,0,22.321
2023,8,29,18,50,0,22.345
2023,8,29,19,0,0,22.321
2023,8,29,19,10,0,22.274
2023,8,29,19,20,0,22.178
2023,8,29,19,30,0,22.154
2023,8,29,19,40,0,22.154
2023,8,29,19,50,0,22.178
2023,8,29,20,0,0,22.058
2023,8,29,20,10,0,22.034
2023,8,29,20,20,0,22.106
2023,8,29,20,30,0,22.13
2023,8,29,20,40,0,22.106
2023,8,29,20,50,0,22.106
2023,8,29,21,0,0,22.106
2023,8,29,21,10,0,22.106
2023,8,29,21,20,0,22.13
2023,8,29,21,30,0,22.106
2023,8,29,21,40,0,22.106
2023,8,29,21,50,0,22.13
2023,8,29,22,0,0,22.154
2023,8,29,22,10,0,22.154
2023,8,29,22,20,0,22.13
2023,8,29,22,30,0,22.106
2023,8,29,22,40,0,22.106
2023,8,29,22,50,0,22.058
2023,8,29,23,0,0,22.058
2023,8,29,23,10,0,22.034
2023,8,29,23,20,0,22.034
2023,8,29,23,30,0,22.011
2023,8,29,23,40,0,22.034
2023,8,29,23,50,0,22.034
2023,8,30,0,0,0,22.058
2023,8,30,0,10,0,22.082
2023,8,30,0,20,0,22.082
2023,8,30,0,30,0,22.058
2023,8,30,0,40,0,22.058
2023,8,30,0,50,0,22.058
2023,8,30,1,0,0,22.154
2023,8,30,1,10,0,22.202
2023,8,30,1,20,0,22.226
2023,8,30,1,30,0,22.298
2023,8,30,1,40,0,22.321
2023,8,30,1,50,0,22.321
2023,8,30,2,0,0,22.321
2023,8,30,2,10,0,22.321
2023,8,30,2,20,0,22.321
2023,8,30,2,30,0,22.298
2023,8,30,2,40,0,22.298
2023,8,30,2,50,0,22.321
2023,8,30,3,0,0,22.298
2023,8,30,3,10,0,22.298
2023,8,30,3,20,0,22.321
2023,8,30,3,30,0,22.321
2023,8,30,3,40,0,22.321
2023,8,30,3,50,0,22.298
2023,8,30,4,0,0,22.274
2023,8,30,4,10,0,22.274
2023,8,30,4,20,0,22.274
2023,8,30,4,30,0,22.298
2023,8,30,4,40,0,22.298
2023,8,30,4,50,0,22.321
2023,8,30,5,0,0,22.321
2023,8,30,5,10,0,22.321
2023,8,30,5,20,0,22.274
2023,8,30,5,30,0,22.274
2023,8,30,5,40,0,22.25
2023,8,30,5,50,0,22.25
2023,8,30,6,0,0,22.226
2023,8,30,6,10,0,22.178
2023,8,30,6,20,0,22.154
2023,8,30,6,30,0,22.13
2023,8,30,6,40,0,22.106
2023,8,30,6,50,0,22.106
2023,8,30,7,0,0,22.106
2023,8,30,7,10,0,22.082
2023,8,30,7,20,0,22.034
2023,8,30,7,30,0,21.939
2023,8,30,7,40,0,21.939
2023,8,30,7,50,0,21.891
2023,8,30,8,0,0,21.867
2023,8,30,8,10,0,21.819
2023,8,30,8,20,0,21.795
2023,8,30,8,30,0,21.724
2023,8,30,8,40,0,21.676
2023,8,30,8,50,0,21.676
2023,8,30,9,0,0,21.676
2023,8,30,9,10,0,21.676
2023,8,30,9,20,0,21.652
2023,8,30,9,30,0,21.628
2023,8,30,9,40,0,21.581
2023,8,30,9,50,0,21.557
2023,8,30,10,0,0,21.509
2023,8,30,10,10,0,21.413
2023,8,30,10,20,0,21.39
2023,8,30,10,30,0,21.366
2023,8,30,10,40,0,21.294
2023,8,30,10,50,0,21.246
2023,8,30,11,0,0,21.127
2023,8,30,11,10,0,20.984
2023,8,30,11,20,0,20.841
2023,8,30,11,30,0,20.698
2023,8,30,11,40,0,20.579
2023,8,30,11,50,0,20.341
2023,8,30,12,0,0,20.317
2023,8,30,12,10,0,20.269
2023,8,30,12,20,0,20.222
2023,8,30,12,30,0,20.174
2023,8,30,12,40,0,20.174
2023,8,30,12,50,0,20.222
2023,8,30,13,0,0,20.222
2023,8,30,13,10,0,20.269
2023,8,30,13,20,0,20.246
2023,8,30,13,30,0,20.246
2023,8,30,13,40,0,20.269
2023,8,30,13,50,0,20.317
2023,8,30,14,0,0,20.388
2023,8,30,14,10,0,20.46
2023,8,30,14,20,0,20.507
2023,8,30,14,30,0,20.555
2023,8,30,14,40,0,20.555
2023,8,30,14,50,0,20.531
2023,8,30,15,0,0,20.555
2023,8,30,15,10,0,20.627
2023,8,30,15,20,0,20.65
2023,8,30,15,30,0,20.698
2023,8,30,15,40,0,20.698
2023,8,30,15,50,0,20.698
2023,8,30,16,0,0,20.674
2023,8,30,16,10,0,20.698
2023,8,30,16,20,0,20.698
2023,8,30,16,30,0,20.698
2023,8,30,16,40,0,20.722
2023,8,30,16,50,0,20.746
2023,8,30,17,0,0,20.793
2023,8,30,17,10,0,20.817
2023,8,30,17,20,0,20.865
2023,8,30,17,30,0,20.889
2023,8,30,17,40,0,20.889
2023,8,30,17,50,0,20.889
